class index,filepaths,labels,data set
0,train/AIR COMPRESSOR/085.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/086.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/087.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/088.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/089.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/090.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/091.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/092.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/093.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/094.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/095.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/096.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/097.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/098.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/099.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/100.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/101.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/102.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/103.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/104.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/105.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/106.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/107.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/108.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/109.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/110.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/111.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/112.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/113.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/114.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/115.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/116.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/117.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/118.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/119.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/120.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/121.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/122.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/123.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/124.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/125.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/126.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/127.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/128.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/129.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/130.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/131.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/132.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/133.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/134.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/135.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/136.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/137.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/138.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/139.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/140.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/141.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/142.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/143.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/144.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/145.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/146.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/147.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/148.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/149.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/150.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/151.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/152.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/153.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/154.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/155.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/156.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/157.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/158.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/159.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/160.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/161.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/162.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/163.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/164.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/165.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/166.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/167.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/168.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/169.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/170.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/171.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/172.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/173.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/174.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/175.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/176.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/177.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/178.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/179.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/180.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/181.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/182.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/183.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/184.jpg,AIR COMPRESSOR,train
0,train/AIR COMPRESSOR/185.jpg,AIR COMPRESSOR,train
1,train/ALTERNATOR/001.jpg,ALTERNATOR,train
1,train/ALTERNATOR/002.jpg,ALTERNATOR,train
1,train/ALTERNATOR/003.jpg,ALTERNATOR,train
1,train/ALTERNATOR/004.jpg,ALTERNATOR,train
1,train/ALTERNATOR/005.jpg,ALTERNATOR,train
1,train/ALTERNATOR/006.jpg,ALTERNATOR,train
1,train/ALTERNATOR/007.jpg,ALTERNATOR,train
1,train/ALTERNATOR/008.jpg,ALTERNATOR,train
1,train/ALTERNATOR/009.jpg,ALTERNATOR,train
1,train/ALTERNATOR/010.jpg,ALTERNATOR,train
1,train/ALTERNATOR/011.jpg,ALTERNATOR,train
1,train/ALTERNATOR/012.jpg,ALTERNATOR,train
1,train/ALTERNATOR/013.jpg,ALTERNATOR,train
1,train/ALTERNATOR/014.jpg,ALTERNATOR,train
1,train/ALTERNATOR/015.jpg,ALTERNATOR,train
1,train/ALTERNATOR/016.jpg,ALTERNATOR,train
1,train/ALTERNATOR/017.jpg,ALTERNATOR,train
1,train/ALTERNATOR/018.jpg,ALTERNATOR,train
1,train/ALTERNATOR/019.jpg,ALTERNATOR,train
1,train/ALTERNATOR/020.jpg,ALTERNATOR,train
1,train/ALTERNATOR/021.jpg,ALTERNATOR,train
1,train/ALTERNATOR/022.jpg,ALTERNATOR,train
1,train/ALTERNATOR/023.jpg,ALTERNATOR,train
1,train/ALTERNATOR/024.jpg,ALTERNATOR,train
1,train/ALTERNATOR/025.jpg,ALTERNATOR,train
1,train/ALTERNATOR/026.jpg,ALTERNATOR,train
1,train/ALTERNATOR/027.jpg,ALTERNATOR,train
1,train/ALTERNATOR/028.jpg,ALTERNATOR,train
1,train/ALTERNATOR/029.jpg,ALTERNATOR,train
1,train/ALTERNATOR/030.jpg,ALTERNATOR,train
1,train/ALTERNATOR/031.jpg,ALTERNATOR,train
1,train/ALTERNATOR/032.jpg,ALTERNATOR,train
1,train/ALTERNATOR/033.jpg,ALTERNATOR,train
1,train/ALTERNATOR/034.jpg,ALTERNATOR,train
1,train/ALTERNATOR/035.jpg,ALTERNATOR,train
1,train/ALTERNATOR/036.jpg,ALTERNATOR,train
1,train/ALTERNATOR/037.jpg,ALTERNATOR,train
1,train/ALTERNATOR/038.jpg,ALTERNATOR,train
1,train/ALTERNATOR/039.jpg,ALTERNATOR,train
1,train/ALTERNATOR/040.jpg,ALTERNATOR,train
1,train/ALTERNATOR/041.jpg,ALTERNATOR,train
1,train/ALTERNATOR/042.jpg,ALTERNATOR,train
1,train/ALTERNATOR/043.jpg,ALTERNATOR,train
1,train/ALTERNATOR/044.jpg,ALTERNATOR,train
1,train/ALTERNATOR/045.jpg,ALTERNATOR,train
1,train/ALTERNATOR/046.jpg,ALTERNATOR,train
1,train/ALTERNATOR/047.jpg,ALTERNATOR,train
1,train/ALTERNATOR/048.jpg,ALTERNATOR,train
1,train/ALTERNATOR/049.jpg,ALTERNATOR,train
1,train/ALTERNATOR/050.jpg,ALTERNATOR,train
1,train/ALTERNATOR/051.jpg,ALTERNATOR,train
1,train/ALTERNATOR/052.jpg,ALTERNATOR,train
1,train/ALTERNATOR/053.jpg,ALTERNATOR,train
1,train/ALTERNATOR/054.jpg,ALTERNATOR,train
1,train/ALTERNATOR/055.jpg,ALTERNATOR,train
1,train/ALTERNATOR/056.jpg,ALTERNATOR,train
1,train/ALTERNATOR/057.jpg,ALTERNATOR,train
1,train/ALTERNATOR/058.jpg,ALTERNATOR,train
1,train/ALTERNATOR/059.jpg,ALTERNATOR,train
1,train/ALTERNATOR/060.jpg,ALTERNATOR,train
1,train/ALTERNATOR/061.jpg,ALTERNATOR,train
1,train/ALTERNATOR/062.jpg,ALTERNATOR,train
1,train/ALTERNATOR/063.jpg,ALTERNATOR,train
1,train/ALTERNATOR/064.jpg,ALTERNATOR,train
1,train/ALTERNATOR/065.jpg,ALTERNATOR,train
1,train/ALTERNATOR/066.jpg,ALTERNATOR,train
1,train/ALTERNATOR/067.jpg,ALTERNATOR,train
1,train/ALTERNATOR/068.jpg,ALTERNATOR,train
1,train/ALTERNATOR/069.jpg,ALTERNATOR,train
1,train/ALTERNATOR/070.jpg,ALTERNATOR,train
1,train/ALTERNATOR/071.jpg,ALTERNATOR,train
1,train/ALTERNATOR/072.jpg,ALTERNATOR,train
1,train/ALTERNATOR/073.jpg,ALTERNATOR,train
1,train/ALTERNATOR/074.jpg,ALTERNATOR,train
1,train/ALTERNATOR/075.jpg,ALTERNATOR,train
1,train/ALTERNATOR/076.jpg,ALTERNATOR,train
1,train/ALTERNATOR/077.jpg,ALTERNATOR,train
1,train/ALTERNATOR/078.jpg,ALTERNATOR,train
1,train/ALTERNATOR/079.jpg,ALTERNATOR,train
1,train/ALTERNATOR/080.jpg,ALTERNATOR,train
1,train/ALTERNATOR/081.jpg,ALTERNATOR,train
1,train/ALTERNATOR/082.jpg,ALTERNATOR,train
1,train/ALTERNATOR/083.jpg,ALTERNATOR,train
1,train/ALTERNATOR/084.jpg,ALTERNATOR,train
1,train/ALTERNATOR/085.jpg,ALTERNATOR,train
1,train/ALTERNATOR/086.jpg,ALTERNATOR,train
1,train/ALTERNATOR/087.jpg,ALTERNATOR,train
1,train/ALTERNATOR/088.jpg,ALTERNATOR,train
1,train/ALTERNATOR/089.jpg,ALTERNATOR,train
1,train/ALTERNATOR/090.jpg,ALTERNATOR,train
1,train/ALTERNATOR/091.jpg,ALTERNATOR,train
1,train/ALTERNATOR/092.jpg,ALTERNATOR,train
1,train/ALTERNATOR/093.jpg,ALTERNATOR,train
1,train/ALTERNATOR/094.jpg,ALTERNATOR,train
1,train/ALTERNATOR/095.jpg,ALTERNATOR,train
1,train/ALTERNATOR/096.jpg,ALTERNATOR,train
1,train/ALTERNATOR/097.jpg,ALTERNATOR,train
1,train/ALTERNATOR/098.jpg,ALTERNATOR,train
1,train/ALTERNATOR/099.jpg,ALTERNATOR,train
1,train/ALTERNATOR/100.jpg,ALTERNATOR,train
1,train/ALTERNATOR/101.jpg,ALTERNATOR,train
1,train/ALTERNATOR/102.jpg,ALTERNATOR,train
1,train/ALTERNATOR/103.jpg,ALTERNATOR,train
1,train/ALTERNATOR/104.jpg,ALTERNATOR,train
1,train/ALTERNATOR/105.jpg,ALTERNATOR,train
1,train/ALTERNATOR/106.jpg,ALTERNATOR,train
1,train/ALTERNATOR/107.jpg,ALTERNATOR,train
1,train/ALTERNATOR/108.jpg,ALTERNATOR,train
1,train/ALTERNATOR/109.jpg,ALTERNATOR,train
1,train/ALTERNATOR/110.jpg,ALTERNATOR,train
1,train/ALTERNATOR/111.jpg,ALTERNATOR,train
1,train/ALTERNATOR/112.jpg,ALTERNATOR,train
1,train/ALTERNATOR/113.jpg,ALTERNATOR,train
1,train/ALTERNATOR/114.jpg,ALTERNATOR,train
1,train/ALTERNATOR/115.jpg,ALTERNATOR,train
1,train/ALTERNATOR/116.jpg,ALTERNATOR,train
1,train/ALTERNATOR/117.jpg,ALTERNATOR,train
1,train/ALTERNATOR/118.jpg,ALTERNATOR,train
1,train/ALTERNATOR/119.jpg,ALTERNATOR,train
1,train/ALTERNATOR/120.jpg,ALTERNATOR,train
1,train/ALTERNATOR/121.jpg,ALTERNATOR,train
1,train/ALTERNATOR/122.jpg,ALTERNATOR,train
1,train/ALTERNATOR/123.jpg,ALTERNATOR,train
1,train/ALTERNATOR/124.jpg,ALTERNATOR,train
1,train/ALTERNATOR/125.jpg,ALTERNATOR,train
1,train/ALTERNATOR/126.jpg,ALTERNATOR,train
1,train/ALTERNATOR/127.jpg,ALTERNATOR,train
1,train/ALTERNATOR/128.jpg,ALTERNATOR,train
1,train/ALTERNATOR/129.jpg,ALTERNATOR,train
1,train/ALTERNATOR/130.jpg,ALTERNATOR,train
1,train/ALTERNATOR/131.jpg,ALTERNATOR,train
1,train/ALTERNATOR/132.jpg,ALTERNATOR,train
1,train/ALTERNATOR/133.jpg,ALTERNATOR,train
1,train/ALTERNATOR/134.jpg,ALTERNATOR,train
1,train/ALTERNATOR/135.jpg,ALTERNATOR,train
1,train/ALTERNATOR/136.jpg,ALTERNATOR,train
1,train/ALTERNATOR/137.jpg,ALTERNATOR,train
1,train/ALTERNATOR/138.jpg,ALTERNATOR,train
1,train/ALTERNATOR/139.jpg,ALTERNATOR,train
1,train/ALTERNATOR/140.jpg,ALTERNATOR,train
1,train/ALTERNATOR/141.jpg,ALTERNATOR,train
1,train/ALTERNATOR/142.jpg,ALTERNATOR,train
1,train/ALTERNATOR/143.jpg,ALTERNATOR,train
1,train/ALTERNATOR/144.jpg,ALTERNATOR,train
1,train/ALTERNATOR/145.jpg,ALTERNATOR,train
1,train/ALTERNATOR/146.jpg,ALTERNATOR,train
1,train/ALTERNATOR/147.jpg,ALTERNATOR,train
1,train/ALTERNATOR/148.jpg,ALTERNATOR,train
1,train/ALTERNATOR/149.jpg,ALTERNATOR,train
1,train/ALTERNATOR/150.jpg,ALTERNATOR,train
1,train/ALTERNATOR/151.jpg,ALTERNATOR,train
1,train/ALTERNATOR/152.jpg,ALTERNATOR,train
1,train/ALTERNATOR/153.jpg,ALTERNATOR,train
1,train/ALTERNATOR/154.jpg,ALTERNATOR,train
1,train/ALTERNATOR/155.jpg,ALTERNATOR,train
1,train/ALTERNATOR/156.jpg,ALTERNATOR,train
1,train/ALTERNATOR/157.jpg,ALTERNATOR,train
1,train/ALTERNATOR/158.jpg,ALTERNATOR,train
1,train/ALTERNATOR/159.jpg,ALTERNATOR,train
1,train/ALTERNATOR/160.jpg,ALTERNATOR,train
1,train/ALTERNATOR/161.jpg,ALTERNATOR,train
1,train/ALTERNATOR/162.jpg,ALTERNATOR,train
1,train/ALTERNATOR/163.jpg,ALTERNATOR,train
1,train/ALTERNATOR/164.jpg,ALTERNATOR,train
1,train/ALTERNATOR/165.jpg,ALTERNATOR,train
1,train/ALTERNATOR/166.jpg,ALTERNATOR,train
1,train/ALTERNATOR/167.jpg,ALTERNATOR,train
1,train/ALTERNATOR/168.jpg,ALTERNATOR,train
1,train/ALTERNATOR/169.jpg,ALTERNATOR,train
1,train/ALTERNATOR/170.jpg,ALTERNATOR,train
1,train/ALTERNATOR/171.jpg,ALTERNATOR,train
1,train/ALTERNATOR/172.jpg,ALTERNATOR,train
1,train/ALTERNATOR/173.jpg,ALTERNATOR,train
1,train/ALTERNATOR/174.jpg,ALTERNATOR,train
1,train/ALTERNATOR/175.jpg,ALTERNATOR,train
1,train/ALTERNATOR/176.jpg,ALTERNATOR,train
1,train/ALTERNATOR/177.jpg,ALTERNATOR,train
1,train/ALTERNATOR/178.jpg,ALTERNATOR,train
1,train/ALTERNATOR/179.jpg,ALTERNATOR,train
1,train/ALTERNATOR/180.jpg,ALTERNATOR,train
1,train/ALTERNATOR/181.jpg,ALTERNATOR,train
1,train/ALTERNATOR/182.jpg,ALTERNATOR,train
1,train/ALTERNATOR/183.jpg,ALTERNATOR,train
1,train/ALTERNATOR/184.jpg,ALTERNATOR,train
1,train/ALTERNATOR/185.jpg,ALTERNATOR,train
1,train/ALTERNATOR/186.jpg,ALTERNATOR,train
1,train/ALTERNATOR/187.jpg,ALTERNATOR,train
1,train/ALTERNATOR/188.jpg,ALTERNATOR,train
1,train/ALTERNATOR/189.jpg,ALTERNATOR,train
1,train/ALTERNATOR/190.jpg,ALTERNATOR,train
2,train/BATTERY/001.jpg,BATTERY,train
2,train/BATTERY/002.jpg,BATTERY,train
2,train/BATTERY/003.jpg,BATTERY,train
2,train/BATTERY/004.jpg,BATTERY,train
2,train/BATTERY/005.jpg,BATTERY,train
2,train/BATTERY/006.jpg,BATTERY,train
2,train/BATTERY/007.jpg,BATTERY,train
2,train/BATTERY/008.jpg,BATTERY,train
2,train/BATTERY/009.jpg,BATTERY,train
2,train/BATTERY/010.jpg,BATTERY,train
2,train/BATTERY/011.jpg,BATTERY,train
2,train/BATTERY/012.jpg,BATTERY,train
2,train/BATTERY/013.jpg,BATTERY,train
2,train/BATTERY/014.jpg,BATTERY,train
2,train/BATTERY/015.jpg,BATTERY,train
2,train/BATTERY/016.jpg,BATTERY,train
2,train/BATTERY/017.jpg,BATTERY,train
2,train/BATTERY/018.jpg,BATTERY,train
2,train/BATTERY/019.jpg,BATTERY,train
2,train/BATTERY/020.jpg,BATTERY,train
2,train/BATTERY/021.jpg,BATTERY,train
2,train/BATTERY/022.jpg,BATTERY,train
2,train/BATTERY/023.jpg,BATTERY,train
2,train/BATTERY/024.jpg,BATTERY,train
2,train/BATTERY/025.jpg,BATTERY,train
2,train/BATTERY/026.jpg,BATTERY,train
2,train/BATTERY/027.jpg,BATTERY,train
2,train/BATTERY/028.jpg,BATTERY,train
2,train/BATTERY/029.jpg,BATTERY,train
2,train/BATTERY/030.jpg,BATTERY,train
2,train/BATTERY/031.jpg,BATTERY,train
2,train/BATTERY/032.jpg,BATTERY,train
2,train/BATTERY/033.jpg,BATTERY,train
2,train/BATTERY/034.jpg,BATTERY,train
2,train/BATTERY/035.jpg,BATTERY,train
2,train/BATTERY/036.jpg,BATTERY,train
2,train/BATTERY/037.jpg,BATTERY,train
2,train/BATTERY/038.jpg,BATTERY,train
2,train/BATTERY/039.jpg,BATTERY,train
2,train/BATTERY/040.jpg,BATTERY,train
2,train/BATTERY/041.jpg,BATTERY,train
2,train/BATTERY/042.jpg,BATTERY,train
2,train/BATTERY/043.jpg,BATTERY,train
2,train/BATTERY/044.jpg,BATTERY,train
2,train/BATTERY/045.jpg,BATTERY,train
2,train/BATTERY/046.jpg,BATTERY,train
2,train/BATTERY/047.jpg,BATTERY,train
2,train/BATTERY/048.jpg,BATTERY,train
2,train/BATTERY/049.jpg,BATTERY,train
2,train/BATTERY/050.jpg,BATTERY,train
2,train/BATTERY/051.jpg,BATTERY,train
2,train/BATTERY/052.jpg,BATTERY,train
2,train/BATTERY/053.jpg,BATTERY,train
2,train/BATTERY/054.jpg,BATTERY,train
2,train/BATTERY/055.jpg,BATTERY,train
2,train/BATTERY/056.jpg,BATTERY,train
2,train/BATTERY/057.jpg,BATTERY,train
2,train/BATTERY/058.jpg,BATTERY,train
2,train/BATTERY/059.jpg,BATTERY,train
2,train/BATTERY/060.jpg,BATTERY,train
2,train/BATTERY/061.jpg,BATTERY,train
2,train/BATTERY/062.jpg,BATTERY,train
2,train/BATTERY/063.jpg,BATTERY,train
2,train/BATTERY/064.jpg,BATTERY,train
2,train/BATTERY/065.jpg,BATTERY,train
2,train/BATTERY/066.jpg,BATTERY,train
2,train/BATTERY/067.jpg,BATTERY,train
